relative_path,label
Cardboard/Cardboard_254.jpg,Cardboard
Metal/Metal_562.jpg,Metal
Plastic/Plastic_484.jpg,Plastic
Plastic/Plastic_904.jpg,Plastic
Vegetation/Vegetation_426.jpg,Vegetation
Paper/Paper_90.jpg,Paper
Paper/Paper_402.jpg,Paper
Plastic/Plastic_822.jpg,Plastic
Food Organics/Food Organics_4.jpg,Food Organics
Plastic/Plastic_539.jpg,Plastic
Plastic/Plastic_40.jpg,Plastic
Textile Trash/Textile Trash_109.jpg,Textile Trash
Metal/Metal_98.jpg,Metal
Glass/Glass_24.jpg,Glass
Vegetation/Vegetation_433.jpg,Vegetation
Textile Trash/Textile Trash_312.jpg,Textile Trash
Paper/Paper_319.jpg,Paper
Metal/Metal_284.jpg,Metal
Miscellaneous Trash/Miscellaneous Trash_302.jpg,Miscellaneous Trash
Plastic/Plastic_305.jpg,Plastic
Food Organics/Food Organics_75.jpg,Food Organics
Metal/Metal_700.jpg,Metal
Miscellaneous Trash/Miscellaneous Trash_201.jpg,Miscellaneous Trash
Textile Trash/Textile Trash_253.jpg,Textile Trash
Food Organics/Food Organics_308.jpg,Food Organics
Paper/Paper_320.jpg,Paper
Paper/Paper_8.jpg,Paper
Metal/Metal_187.jpg,Metal
Vegetation/Vegetation_361.jpg,Vegetation
Plastic/Plastic_466.jpg,Plastic
Miscellaneous Trash/Miscellaneous Trash_217.jpg,Miscellaneous Trash
Paper/Paper_239.jpg,Paper
Food Organics/Food Organics_391.jpg,Food Organics
Miscellaneous Trash/Miscellaneous Trash_322.jpg,Miscellaneous Trash
Vegetation/Vegetation_302.jpg,Vegetation
Metal/Metal_535.jpg,Metal
Plastic/Plastic_611.jpg,Plastic
Cardboard/Cardboard_16.jpg,Cardboard
Vegetation/Vegetation_251.jpg,Vegetation
Glass/Glass_317.jpg,Glass
Textile Trash/Textile Trash_181.jpg,Textile Trash
Metal/Metal_175.jpg,Metal
Miscellaneous Trash/Miscellaneous Trash_188.jpg,Miscellaneous Trash
Vegetation/Vegetation_270.jpg,Vegetation
Glass/Glass_338.jpg,Glass
Paper/Paper_177.jpg,Paper
Glass/Glass_161.jpg,Glass
Plastic/Plastic_259.jpg,Plastic
Glass/Glass_235.jpg,Glass
Plastic/Plastic_104.jpg,Plastic
Textile Trash/Textile Trash_221.jpg,Textile Trash
Food Organics/Food Organics_182.jpg,Food Organics
Paper/Paper_142.jpg,Paper
Glass/Glass_411.jpg,Glass
Glass/Glass_83.jpg,Glass
Glass/Glass_13.jpg,Glass
Metal/Metal_458.jpg,Metal
Metal/Metal_32.jpg,Metal
Food Organics/Food Organics_146.jpg,Food Organics
Miscellaneous Trash/Miscellaneous Trash_292.jpg,Miscellaneous Trash
Paper/Paper_270.jpg,Paper
Plastic/Plastic_821.jpg,Plastic
Plastic/Plastic_246.jpg,Plastic
Miscellaneous Trash/Miscellaneous Trash_373.jpg,Miscellaneous Trash
Paper/Paper_224.jpg,Paper
Metal/Metal_733.jpg,Metal
Metal/Metal_686.jpg,Metal
Textile Trash/Textile Trash_49.jpg,Textile Trash
Glass/Glass_183.jpg,Glass
Plastic/Plastic_514.jpg,Plastic
Plastic/Plastic_490.jpg,Plastic
Paper/Paper_144.jpg,Paper
Plastic/Plastic_421.jpg,Plastic
Paper/Paper_26.jpg,Paper
Paper/Paper_463.jpg,Paper
Paper/Paper_97.jpg,Paper
Metal/Metal_731.jpg,Metal
Glass/Glass_217.jpg,Glass
Vegetation/Vegetation_114.jpg,Vegetation
Miscellaneous Trash/Miscellaneous Trash_59.jpg,Miscellaneous Trash
Food Organics/Food Organics_405.jpg,Food Organics
Vegetation/Vegetation_203.jpg,Vegetation
Vegetation/Vegetation_241.jpg,Vegetation
Vegetation/Vegetation_165.jpg,Vegetation
Metal/Metal_84.jpg,Metal
Miscellaneous Trash/Miscellaneous Trash_303.jpg,Miscellaneous Trash
Food Organics/Food Organics_300.jpg,Food Organics
Plastic/Plastic_293.jpg,Plastic
Plastic/Plastic_308.jpg,Plastic
Miscellaneous Trash/Miscellaneous Trash_101.jpg,Miscellaneous Trash
Paper/Paper_253.jpg,Paper
Metal/Metal_171.jpg,Metal
Metal/Metal_783.jpg,Metal
Miscellaneous Trash/Miscellaneous Trash_143.jpg,Miscellaneous Trash
Paper/Paper_175.jpg,Paper
Paper/Paper_20.jpg,Paper
Textile Trash/Textile Trash_165.jpg,Textile Trash
Vegetation/Vegetation_213.jpg,Vegetation
Vegetation/Vegetation_435.jpg,Vegetation
Metal/Metal_438.jpg,Metal
Metal/Metal_491.jpg,Metal
Vegetation/Vegetation_177.jpg,Vegetation
Metal/Metal_585.jpg,Metal
Paper/Paper_131.jpg,Paper
Cardboard/Cardboard_321.jpg,Cardboard
Textile Trash/Textile Trash_30.jpg,Textile Trash
Paper/Paper_250.jpg,Paper
Metal/Metal_200.jpg,Metal
Metal/Metal_635.jpg,Metal
Vegetation/Vegetation_339.jpg,Vegetation
Miscellaneous Trash/Miscellaneous Trash_84.jpg,Miscellaneous Trash
Metal/Metal_456.jpg,Metal
Plastic/Plastic_836.jpg,Plastic
Metal/Metal_56.jpg,Metal
Metal/Metal_11.jpg,Metal
Metal/Metal_645.jpg,Metal
Plastic/Plastic_504.jpg,Plastic
Paper/Paper_392.jpg,Paper
Plastic/Plastic_155.jpg,Plastic
Metal/Metal_406.jpg,Metal
Paper/Paper_83.jpg,Paper
Miscellaneous Trash/Miscellaneous Trash_112.jpg,Miscellaneous Trash
Cardboard/Cardboard_84.jpg,Cardboard
Plastic/Plastic_7.jpg,Plastic
Vegetation/Vegetation_244.jpg,Vegetation
Miscellaneous Trash/Miscellaneous Trash_7.jpg,Miscellaneous Trash
Miscellaneous Trash/Miscellaneous Trash_42.jpg,Miscellaneous Trash
Textile Trash/Textile Trash_40.jpg,Textile Trash
Plastic/Plastic_602.jpg,Plastic
Vegetation/Vegetation_146.jpg,Vegetation
Vegetation/Vegetation_403.jpg,Vegetation
Textile Trash/Textile Trash_105.jpg,Textile Trash
Metal/Metal_744.jpg,Metal
Paper/Paper_106.jpg,Paper
Plastic/Plastic_216.jpg,Plastic
Plastic/Plastic_452.jpg,Plastic
Miscellaneous Trash/Miscellaneous Trash_290.jpg,Miscellaneous Trash
Textile Trash/Textile Trash_317.jpg,Textile Trash
Paper/Paper_390.jpg,Paper
Glass/Glass_156.jpg,Glass
Plastic/Plastic_640.jpg,Plastic
Vegetation/Vegetation_44.jpg,Vegetation
Glass/Glass_345.jpg,Glass
Food Organics/Food Organics_223.jpg,Food Organics
Plastic/Plastic_742.jpg,Plastic
Paper/Paper_333.jpg,Paper
Miscellaneous Trash/Miscellaneous Trash_207.jpg,Miscellaneous Trash
Glass/Glass_335.jpg,Glass
Plastic/Plastic_809.jpg,Plastic
Metal/Metal_447.jpg,Metal
Cardboard/Cardboard_345.jpg,Cardboard
Paper/Paper_246.jpg,Paper
Plastic/Plastic_664.jpg,Plastic
Cardboard/Cardboard_53.jpg,Cardboard
Metal/Metal_421.jpg,Metal
Textile Trash/Textile Trash_283.jpg,Textile Trash
Metal/Metal_131.jpg,Metal
Food Organics/Food Organics_409.jpg,Food Organics
Paper/Paper_348.jpg,Paper
Metal/Metal_220.jpg,Metal
Miscellaneous Trash/Miscellaneous Trash_486.jpg,Miscellaneous Trash
Metal/Metal_59.jpg,Metal
Metal/Metal_153.jpg,Metal
Cardboard/Cardboard_178.jpg,Cardboard
Food Organics/Food Organics_362.jpg,Food Organics
Metal/Metal_612.jpg,Metal
Miscellaneous Trash/Miscellaneous Trash_184.jpg,Miscellaneous Trash
Plastic/Plastic_604.jpg,Plastic
Plastic/Plastic_862.jpg,Plastic
Metal/Metal_629.jpg,Metal
Paper/Paper_228.jpg,Paper
Metal/Metal_747.jpg,Metal
Plastic/Plastic_659.jpg,Plastic
Miscellaneous Trash/Miscellaneous Trash_339.jpg,Miscellaneous Trash
Miscellaneous Trash/Miscellaneous Trash_4.jpg,Miscellaneous Trash
Textile Trash/Textile Trash_208.jpg,Textile Trash
Textile Trash/Textile Trash_84.jpg,Textile Trash
Plastic/Plastic_885.jpg,Plastic
Miscellaneous Trash/Miscellaneous Trash_436.jpg,Miscellaneous Trash
Plastic/Plastic_276.jpg,Plastic
Glass/Glass_176.jpg,Glass
Glass/Glass_283.jpg,Glass
Plastic/Plastic_670.jpg,Plastic
Plastic/Plastic_262.jpg,Plastic
Food Organics/Food Organics_353.jpg,Food Organics
Miscellaneous Trash/Miscellaneous Trash_24.jpg,Miscellaneous Trash
Food Organics/Food Organics_201.jpg,Food Organics
Glass/Glass_415.jpg,Glass
Vegetation/Vegetation_169.jpg,Vegetation
Cardboard/Cardboard_270.jpg,Cardboard
Glass/Glass_64.jpg,Glass
Glass/Glass_250.jpg,Glass
Plastic/Plastic_498.jpg,Plastic
Metal/Metal_534.jpg,Metal
Glass/Glass_294.jpg,Glass
Miscellaneous Trash/Miscellaneous Trash_330.jpg,Miscellaneous Trash
Metal/Metal_552.jpg,Metal
Metal/Metal_235.jpg,Metal
Metal/Metal_297.jpg,Metal
Paper/Paper_488.jpg,Paper
Metal/Metal_773.jpg,Metal
Plastic/Plastic_137.jpg,Plastic
Plastic/Plastic_450.jpg,Plastic
Textile Trash/Textile Trash_78.jpg,Textile Trash
Metal/Metal_735.jpg,Metal
Plastic/Plastic_43.jpg,Plastic
Food Organics/Food Organics_407.jpg,Food Organics
Glass/Glass_382.jpg,Glass
Paper/Paper_165.jpg,Paper
Textile Trash/Textile Trash_159.jpg,Textile Trash
Plastic/Plastic_350.jpg,Plastic
Glass/Glass_132.jpg,Glass
Miscellaneous Trash/Miscellaneous Trash_88.jpg,Miscellaneous Trash
Cardboard/Cardboard_123.jpg,Cardboard
Plastic/Plastic_537.jpg,Plastic
Textile Trash/Textile Trash_271.jpg,Textile Trash
Vegetation/Vegetation_90.jpg,Vegetation
Metal/Metal_107.jpg,Metal
Metal/Metal_498.jpg,Metal
Vegetation/Vegetation_230.jpg,Vegetation
Miscellaneous Trash/Miscellaneous Trash_194.jpg,Miscellaneous Trash
Glass/Glass_36.jpg,Glass
Plastic/Plastic_398.jpg,Plastic
Metal/Metal_460.jpg,Metal
Paper/Paper_464.jpg,Paper
Plastic/Plastic_499.jpg,Plastic
Paper/Paper_444.jpg,Paper
Food Organics/Food Organics_50.jpg,Food Organics
Plastic/Plastic_854.jpg,Plastic
Miscellaneous Trash/Miscellaneous Trash_9.jpg,Miscellaneous Trash
Cardboard/Cardboard_196.jpg,Cardboard
Vegetation/Vegetation_262.jpg,Vegetation
Plastic/Plastic_428.jpg,Plastic
Cardboard/Cardboard_411.jpg,Cardboard
Miscellaneous Trash/Miscellaneous Trash_391.jpg,Miscellaneous Trash
Glass/Glass_185.jpg,Glass
Food Organics/Food Organics_166.jpg,Food Organics
Metal/Metal_551.jpg,Metal
Metal/Metal_411.jpg,Metal
Metal/Metal_577.jpg,Metal
Glass/Glass_46.jpg,Glass
Vegetation/Vegetation_319.jpg,Vegetation
Cardboard/Cardboard_344.jpg,Cardboard
Metal/Metal_753.jpg,Metal
Food Organics/Food Organics_398.jpg,Food Organics
Vegetation/Vegetation_194.jpg,Vegetation
Paper/Paper_206.jpg,Paper
Plastic/Plastic_554.jpg,Plastic
Paper/Paper_373.jpg,Paper
Food Organics/Food Organics_85.jpg,Food Organics
Food Organics/Food Organics_147.jpg,Food Organics
Cardboard/Cardboard_267.jpg,Cardboard
Miscellaneous Trash/Miscellaneous Trash_356.jpg,Miscellaneous Trash
Glass/Glass_149.jpg,Glass
Cardboard/Cardboard_222.jpg,Cardboard
Glass/Glass_267.jpg,Glass
Plastic/Plastic_115.jpg,Plastic
Cardboard/Cardboard_15.jpg,Cardboard
Miscellaneous Trash/Miscellaneous Trash_39.jpg,Miscellaneous Trash
Plastic/Plastic_20.jpg,Plastic
Plastic/Plastic_873.jpg,Plastic
Cardboard/Cardboard_357.jpg,Cardboard
Miscellaneous Trash/Miscellaneous Trash_489.jpg,Miscellaneous Trash
Cardboard/Cardboard_446.jpg,Cardboard
Vegetation/Vegetation_100.jpg,Vegetation
Vegetation/Vegetation_198.jpg,Vegetation
Paper/Paper_194.jpg,Paper
Metal/Metal_495.jpg,Metal
Textile Trash/Textile Trash_70.jpg,Textile Trash
Miscellaneous Trash/Miscellaneous Trash_181.jpg,Miscellaneous Trash
Paper/Paper_245.jpg,Paper
Paper/Paper_25.jpg,Paper
Miscellaneous Trash/Miscellaneous Trash_43.jpg,Miscellaneous Trash
Metal/Metal_557.jpg,Metal
Cardboard/Cardboard_27.jpg,Cardboard
Plastic/Plastic_369.jpg,Plastic
Food Organics/Food Organics_18.jpg,Food Organics
Plastic/Plastic_363.jpg,Plastic
Glass/Glass_38.jpg,Glass
Paper/Paper_107.jpg,Paper
Metal/Metal_8.jpg,Metal
Metal/Metal_570.jpg,Metal
Metal/Metal_57.jpg,Metal
Metal/Metal_330.jpg,Metal
Miscellaneous Trash/Miscellaneous Trash_438.jpg,Miscellaneous Trash
Metal/Metal_104.jpg,Metal
Metal/Metal_750.jpg,Metal
Plastic/Plastic_477.jpg,Plastic
Cardboard/Cardboard_101.jpg,Cardboard
Glass/Glass_5.jpg,Glass
Plastic/Plastic_325.jpg,Plastic
Vegetation/Vegetation_221.jpg,Vegetation
Textile Trash/Textile Trash_104.jpg,Textile Trash
Paper/Paper_358.jpg,Paper
Plastic/Plastic_307.jpg,Plastic
Cardboard/Cardboard_300.jpg,Cardboard
Food Organics/Food Organics_411.jpg,Food Organics
Food Organics/Food Organics_212.jpg,Food Organics
Plastic/Plastic_550.jpg,Plastic
Textile Trash/Textile Trash_28.jpg,Textile Trash
Paper/Paper_24.jpg,Paper
Glass/Glass_384.jpg,Glass
Paper/Paper_161.jpg,Paper
Plastic/Plastic_784.jpg,Plastic
Paper/Paper_461.jpg,Paper
Textile Trash/Textile Trash_270.jpg,Textile Trash
Paper/Paper_71.jpg,Paper
Metal/Metal_229.jpg,Metal
Textile Trash/Textile Trash_295.jpg,Textile Trash
Food Organics/Food Organics_77.jpg,Food Organics
Miscellaneous Trash/Miscellaneous Trash_318.jpg,Miscellaneous Trash
Miscellaneous Trash/Miscellaneous Trash_186.jpg,Miscellaneous Trash
Cardboard/Cardboard_304.jpg,Cardboard
Food Organics/Food Organics_375.jpg,Food Organics
Plastic/Plastic_100.jpg,Plastic
Food Organics/Food Organics_24.jpg,Food Organics
Food Organics/Food Organics_294.jpg,Food Organics
Food Organics/Food Organics_264.jpg,Food Organics
Cardboard/Cardboard_265.jpg,Cardboard
Glass/Glass_91.jpg,Glass
Textile Trash/Textile Trash_119.jpg,Textile Trash
Miscellaneous Trash/Miscellaneous Trash_310.jpg,Miscellaneous Trash
Paper/Paper_334.jpg,Paper
Glass/Glass_77.jpg,Glass
Food Organics/Food Organics_98.jpg,Food Organics
Textile Trash/Textile Trash_122.jpg,Textile Trash
Paper/Paper_499.jpg,Paper
Plastic/Plastic_192.jpg,Plastic
Vegetation/Vegetation_196.jpg,Vegetation
Cardboard/Cardboard_302.jpg,Cardboard
Paper/Paper_149.jpg,Paper
Plastic/Plastic_150.jpg,Plastic
Glass/Glass_211.jpg,Glass
Glass/Glass_188.jpg,Glass
Miscellaneous Trash/Miscellaneous Trash_251.jpg,Miscellaneous Trash
Metal/Metal_752.jpg,Metal
Food Organics/Food Organics_232.jpg,Food Organics
Glass/Glass_298.jpg,Glass
Metal/Metal_703.jpg,Metal
Vegetation/Vegetation_109.jpg,Vegetation
Textile Trash/Textile Trash_96.jpg,Textile Trash
Vegetation/Vegetation_333.jpg,Vegetation
Vegetation/Vegetation_16.jpg,Vegetation
